24-01-2013 17:30:01,658 [qtp2143632343-21] DEBUG org.hibernate.loader.collection.BasicCollectionLoader  - Static select for collection wsht.infrastructure.domain.entity.MessageSchema.messageField: select messagefie0_.WshtMessageSchema_id as WshtMess1_2_1_, messagefie0_.messageField_id as messageF2_1_, messagefie1_.id as id2_0_, messagefie1_.name as name25_0_, messagefie1_.type as type25_0_ from WshtMessageSchema_WshtMessageField messagefie0_ inner join WshtMessageField messagefie1_ on messagefie0_.messageField_id=messagefie1_.id where messagefie0_.WshtMessageSchema_id=?
24-01-2013 17:30:47,700 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Starting ContextHandler@3135fe47@3135fe47/services,null
24-01-2013 17:30:47,700 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Starting JettyHTTPHandler@4fc9008e@/services
24-01-2013 17:30:47,700 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - starting JettyHTTPHandler@4fc9008e@/services
24-01-2013 17:30:47,700 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - STARTED JettyHTTPHandler@4fc9008e@/services
24-01-2013 17:30:47,700 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - starting ContextHandler@3135fe47@3135fe47/services,null
24-01-2013 17:30:47,700 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - STARTED ContextHandler@3135fe47@3135fe47/services,null
24-01-2013 17:30:47,700 [qtp2143632343-21] DEBUG org.apache.cxf.endpoint.ServerImpl  - register the server to serverRegistry 
24-01-2013 17:30:47,705 [qtp2143632343-21] INFO  org.apache.cxf.service.factory.ReflectionServiceFactoryBean  - Creating Service {http://interoperableprotocol.webservice.infrastructure.wsht/}HumanTaskParticipantPortTypeImplService from class org.oasis_open.docs.ns.bpel4people.ws_humantask.protocol._200803.HumanTaskParticipantPortType
24-01-2013 17:30:47,714 [qtp2143632343-21] DEBUG org.apache.cxf.jaxb.JAXBDataBinding  - Created JAXBContext "jar:file:/C:/Users/ataman/.m2/repository/com/sun/xml/bind/jaxb-impl/2.2.7-b41/jaxb-impl-2.2.7-b41.jar!/com/sun/xml/bind/v2/runtime/JAXBContextImpl.class Build-Id: 2.2.7-b41
Classes known to this context:
  [B
  boolean
  byte
  char
  com.sun.xml.bind.api.CompositeStructure
  double
  float
  int
  java.awt.Image
  java.io.File
  java.lang.Boolean
  java.lang.Byte
  java.lang.Character
  java.lang.Class
  java.lang.Double
  java.lang.Float
  java.lang.Integer
  java.lang.Long
  java.lang.Object
  java.lang.Short
  java.lang.String
  java.lang.Void
  java.math.BigDecimal
  java.math.BigInteger
  java.net.URI
  java.net.URL
  java.util.Calendar
  java.util.Date
  java.util.GregorianCalendar
  java.util.UUID
  javax.activation.DataHandler
  javax.xml.bind.JAXBElement
  javax.xml.datatype.Duration
  javax.xml.datatype.XMLGregorianCalendar
  javax.xml.namespace.QName
  javax.xml.transform.Source
  long
  org.oasis_open.docs.ns.bpel4people.ws_humantask.protocol._200803.TProtocolMsgType
  short
  void
" with classes [class org.oasis_open.docs.ns.bpel4people.ws_humantask.protocol._200803.TProtocolMsgType, class org.oasis_open.docs.ns.bpel4people.ws_humantask.protocol._200803.ObjectFactory].
24-01-2013 17:30:47,722 [qtp2143632343-21] INFO  org.apache.cxf.endpoint.ServerImpl  - Setting the server's publish address to be http://localhost:8080/services/humanTaskParticipant
24-01-2013 17:30:47,722 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - building handler chain
24-01-2013 17:30:47,722 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on wsht.infrastructure.webservice.interoperableprotocol.HumanTaskParticipantPortTypeImpl
24-01-2013 17:30:47,722 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on org.oasis_open.docs.ns.bpel4people.ws_humantask.protocol._200803.HumanTaskParticipantPortType
24-01-2013 17:30:47,722 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on org.oasis_open.docs.ns.bpel4people.ws_humantask.protocol._200803.HumanTaskParticipantPortType
24-01-2013 17:30:47,722 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on java.lang.Object
24-01-2013 17:30:47,723 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - no HandlerChain annotation on class wsht.infrastructure.webservice.interoperableprotocol.HumanTaskParticipantPortTypeImpl
24-01-2013 17:30:47,723 [qtp2143632343-21] DEBUG org.apache.cxf.endpoint.ServerImpl  - Server is starting.
24-01-2013 17:30:47,723 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - registering incoming observer: org.apache.cxf.transport.ChainInitiationObserver@96fc4f7
24-01-2013 17:30:47,723 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - Activating receipt of incoming messages
24-01-2013 17:30:47,723 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandlerCollection@63676602 + ContextHandler@8ec38f8@8ec38f8/services,null as handler
24-01-2013 17:30:47,723 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandler@8ec38f8@8ec38f8/services,null + JettyHTTPHandler@4c90265b as handler
24-01-2013 17:30:47,723 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Starting ContextHandler@8ec38f8@8ec38f8/services,null
24-01-2013 17:30:47,723 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Starting JettyHTTPHandler@4c90265b@/services
24-01-2013 17:30:47,724 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - starting JettyHTTPHandler@4c90265b@/services
24-01-2013 17:30:47,724 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - STARTED JettyHTTPHandler@4c90265b@/services
24-01-2013 17:30:47,724 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - starting ContextHandler@8ec38f8@8ec38f8/services,null
24-01-2013 17:30:47,724 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - STARTED ContextHandler@8ec38f8@8ec38f8/services,null
24-01-2013 17:30:47,724 [qtp2143632343-21] DEBUG org.apache.cxf.endpoint.ServerImpl  - register the server to serverRegistry 
24-01-2013 17:30:47,733 [qtp2143632343-21] INFO  org.apache.cxf.service.factory.ReflectionServiceFactoryBean  - Creating Service {http://www.example.com/claims}Service from class com.example.claims.ClaimApprovalReminderPT
24-01-2013 17:30:47,751 [qtp2143632343-21] DEBUG org.apache.cxf.jaxb.JAXBDataBinding  - Created JAXBContext "jar:file:/C:/Users/ataman/.m2/repository/com/sun/xml/bind/jaxb-impl/2.2.7-b41/jaxb-impl-2.2.7-b41.jar!/com/sun/xml/bind/v2/runtime/JAXBContextImpl.class Build-Id: 2.2.7-b41
Classes known to this context:
  [B
  boolean
  byte
  char
  com.example.claims.ClaimApprovalData
  com.example.claims.ClaimApprovalData$Cust
  com.sun.xml.bind.api.CompositeStructure
  double
  float
  int
  java.awt.Image
  java.io.File
  java.lang.Boolean
  java.lang.Byte
  java.lang.Character
  java.lang.Class
  java.lang.Double
  java.lang.Float
  java.lang.Integer
  java.lang.Long
  java.lang.Object
  java.lang.Short
  java.lang.String
  java.lang.Void
  java.math.BigDecimal
  java.math.BigInteger
  java.net.URI
  java.net.URL
  java.util.Calendar
  java.util.Date
  java.util.GregorianCalendar
  java.util.UUID
  javax.activation.DataHandler
  javax.xml.bind.JAXBElement
  javax.xml.datatype.Duration
  javax.xml.datatype.XMLGregorianCalendar
  javax.xml.namespace.QName
  javax.xml.transform.Source
  long
  short
  void
" with classes [class com.example.claims.ObjectFactory].
24-01-2013 17:30:47,758 [qtp2143632343-21] INFO  org.apache.cxf.endpoint.ServerImpl  - Setting the server's publish address to be http://localhost:8080/services/claimApprovalReminder
24-01-2013 17:30:47,758 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - building handler chain
24-01-2013 17:30:47,758 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on com.example.claims.ClaimApprovalReminderPTImpl
24-01-2013 17:30:47,758 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on com.example.claims.ClaimApprovalReminderPT
24-01-2013 17:30:47,758 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on com.example.claims.ClaimApprovalReminderPT
24-01-2013 17:30:47,758 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on java.lang.Object
24-01-2013 17:30:47,758 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - no HandlerChain annotation on class com.example.claims.ClaimApprovalReminderPTImpl
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.apache.cxf.endpoint.ServerImpl  - Server is starting.
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - registering incoming observer: org.apache.cxf.transport.ChainInitiationObserver@1442ef83
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - Activating receipt of incoming messages
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandlerCollection@63676602 + ContextHandler@367a8bd9@367a8bd9/services,null as handler
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandler@367a8bd9@367a8bd9/services,null + JettyHTTPHandler@27736f80 as handler
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Starting ContextHandler@367a8bd9@367a8bd9/services,null
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Starting JettyHTTPHandler@27736f80@/services
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - starting JettyHTTPHandler@27736f80@/services
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - STARTED JettyHTTPHandler@27736f80@/services
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - starting ContextHandler@367a8bd9@367a8bd9/services,null
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - STARTED ContextHandler@367a8bd9@367a8bd9/services,null
24-01-2013 17:30:47,759 [qtp2143632343-21] DEBUG org.apache.cxf.endpoint.ServerImpl  - register the server to serverRegistry 
24-01-2013 17:30:47,769 [qtp2143632343-21] INFO  org.apache.cxf.service.factory.ReflectionServiceFactoryBean  - Creating Service {http://www.example.com/claims}Service from class com.example.claims.ClaimsHandlingCallbackPT
24-01-2013 17:30:47,772 [qtp2143632343-21] DEBUG org.apache.cxf.jaxb.JAXBDataBinding  - Created JAXBContext "jar:file:/C:/Users/ataman/.m2/repository/com/sun/xml/bind/jaxb-impl/2.2.7-b41/jaxb-impl-2.2.7-b41.jar!/com/sun/xml/bind/v2/runtime/JAXBContextImpl.class Build-Id: 2.2.7-b41
Classes known to this context:
  [B
  boolean
  byte
  char
  com.example.claims.ClaimApprovalData
  com.example.claims.ClaimApprovalData$Cust
  com.sun.xml.bind.api.CompositeStructure
  double
  float
  int
  java.awt.Image
  java.io.File
  java.lang.Boolean
  java.lang.Byte
  java.lang.Character
  java.lang.Class
  java.lang.Double
  java.lang.Float
  java.lang.Integer
  java.lang.Long
  java.lang.Object
  java.lang.Short
  java.lang.String
  java.lang.Void
  java.math.BigDecimal
  java.math.BigInteger
  java.net.URI
  java.net.URL
  java.util.Calendar
  java.util.Date
  java.util.GregorianCalendar
  java.util.UUID
  javax.activation.DataHandler
  javax.xml.bind.JAXBElement
  javax.xml.datatype.Duration
  javax.xml.datatype.XMLGregorianCalendar
  javax.xml.namespace.QName
  javax.xml.transform.Source
  long
  short
  void
" with classes [class com.example.claims.ObjectFactory].
24-01-2013 17:30:47,775 [qtp2143632343-21] INFO  org.apache.cxf.endpoint.ServerImpl  - Setting the server's publish address to be http://localhost:8080/services/claimsHandlingCallbackPT
24-01-2013 17:30:47,775 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - building handler chain
24-01-2013 17:30:47,775 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on com.example.claims.ClaimsHandlingCallbackPTImpl
24-01-2013 17:30:47,775 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on com.example.claims.ClaimsHandlingCallbackPT
24-01-2013 17:30:47,775 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on com.example.claims.ClaimsHandlingCallbackPT
24-01-2013 17:30:47,775 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on java.lang.Object
24-01-2013 17:30:47,775 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - no HandlerChain annotation on class com.example.claims.ClaimsHandlingCallbackPTImpl
24-01-2013 17:30:47,775 [qtp2143632343-21] DEBUG org.apache.cxf.endpoint.ServerImpl  - Server is starting.
24-01-2013 17:30:47,775 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - registering incoming observer: org.apache.cxf.transport.ChainInitiationObserver@54a8e52d
24-01-2013 17:30:47,775 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - Activating receipt of incoming messages
24-01-2013 17:30:47,776 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandlerCollection@63676602 + ContextHandler@1c5e18c7@1c5e18c7/services,null as handler
24-01-2013 17:30:47,776 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandler@1c5e18c7@1c5e18c7/services,null + JettyHTTPHandler@65acbf5d as handler
24-01-2013 17:30:47,776 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Starting ContextHandler@1c5e18c7@1c5e18c7/services,null
24-01-2013 17:30:47,776 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Starting JettyHTTPHandler@65acbf5d@/services
24-01-2013 17:30:47,776 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - starting JettyHTTPHandler@65acbf5d@/services
24-01-2013 17:30:47,776 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - STARTED JettyHTTPHandler@65acbf5d@/services
24-01-2013 17:30:47,776 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - starting ContextHandler@1c5e18c7@1c5e18c7/services,null
24-01-2013 17:30:47,776 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - STARTED ContextHandler@1c5e18c7@1c5e18c7/services,null
24-01-2013 17:30:47,776 [qtp2143632343-21] DEBUG org.apache.cxf.endpoint.ServerImpl  - register the server to serverRegistry 
24-01-2013 17:30:47,787 [qtp2143632343-21] INFO  org.apache.cxf.service.factory.ReflectionServiceFactoryBean  - Creating Service {http://www.example.com/claims}Service from class com.example.claims.ClaimsHandlingPT
24-01-2013 17:30:47,815 [qtp2143632343-21] DEBUG org.apache.cxf.jaxb.JAXBDataBinding  - Created JAXBContext "jar:file:/C:/Users/ataman/.m2/repository/com/sun/xml/bind/jaxb-impl/2.2.7-b41/jaxb-impl-2.2.7-b41.jar!/com/sun/xml/bind/v2/runtime/JAXBContextImpl.class Build-Id: 2.2.7-b41
Classes known to this context:
  [B
  boolean
  byte
  char
  com.example.claims.ClaimApprovalData
  com.example.claims.ClaimApprovalData$Cust
  com.sun.xml.bind.api.CompositeStructure
  double
  float
  int
  java.awt.Image
  java.io.File
  java.lang.Boolean
  java.lang.Byte
  java.lang.Character
  java.lang.Class
  java.lang.Double
  java.lang.Float
  java.lang.Integer
  java.lang.Long
  java.lang.Object
  java.lang.Short
  java.lang.String
  java.lang.Void
  java.math.BigDecimal
  java.math.BigInteger
  java.net.URI
  java.net.URL
  java.util.Calendar
  java.util.Date
  java.util.GregorianCalendar
  java.util.UUID
  javax.activation.DataHandler
  javax.xml.bind.JAXBElement
  javax.xml.datatype.Duration
  javax.xml.datatype.XMLGregorianCalendar
  javax.xml.namespace.QName
  javax.xml.transform.Source
  long
  short
  void
" with classes [class com.example.claims.ClaimApprovalData, class com.example.claims.ClaimApprovalData$Cust, class javax.xml.datatype.XMLGregorianCalendar, class com.example.claims.ObjectFactory].
24-01-2013 17:30:47,825 [qtp2143632343-21] INFO  org.apache.cxf.endpoint.ServerImpl  - Setting the server's publish address to be http://localhost:8080/services/claimsHandling
24-01-2013 17:30:47,825 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - building handler chain
24-01-2013 17:30:47,825 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on com.example.claims.ClaimsHandlingPTImpl
24-01-2013 17:30:47,825 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on com.example.claims.ClaimsHandlingPT
24-01-2013 17:30:47,825 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on com.example.claims.ClaimsHandlingPT
24-01-2013 17:30:47,825 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - Checking for HandlerChain annotation on java.lang.Object
24-01-2013 17:30:47,826 [qtp2143632343-21] DEBUG org.apache.cxf.jaxws.handler.AnnotationHandlerChainBuilder  - no HandlerChain annotation on class com.example.claims.ClaimsHandlingPTImpl
24-01-2013 17:30:47,826 [qtp2143632343-21] DEBUG org.apache.cxf.endpoint.ServerImpl  - Server is starting.
24-01-2013 17:30:47,826 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - registering incoming observer: org.apache.cxf.transport.ChainInitiationObserver@13dc01b8
24-01-2013 17:30:47,826 [qtp2143632343-21] DEBUG org.apache.cxf.transport.http_jetty.JettyHTTPDestination  - Activating receipt of incoming messages
24-01-2013 17:30:47,826 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandlerCollection@63676602 + ContextHandler@50f4e137@50f4e137/services,null as handler
24-01-2013 17:30:47,826 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Container ContextHandler@50f4e137@50f4e137/services,null + JettyHTTPHandler@7cee0b66 as handler
24-01-2013 17:30:47,827 [qtp2143632343-21] DEBUG org.eclipse.jetty.util.log  - Starting ContextHandler@50f4e137@50f4e137/services,null
